name	AAs	terminus	labelAtoms	formula	losses	id	monoMass	structural	shortName	hidden	type
ESP:2H(10) (K)	K		None	H'10 - H10		91	348.240414	false	E10	true	non_hardcoded
ESP:2H(10) (N-term)		N	None	H'10 - H10		91	348.240414	false	E10	true	non_hardcoded
GIST-Quat:2H(3) (K)	K		None	H'3 - H3		61	130.118544	false	GQ3	true	non_hardcoded
GIST-Quat:2H(3) (N-term)		N	None	H'3 - H3		61	130.118544	false	GQ3	true	non_hardcoded
GIST-Quat:2H(6) (K)	K		None	H'6 - H6		62	133.137375	false	GQ6	true	non_hardcoded
GIST-Quat:2H(6) (N-term)		N	None	H'6 - H6		62	133.137375	false	GQ6	true	non_hardcoded
GIST-Quat:2H(9) (K)	K		None	H'9 - H9		63	136.156205	false	GQ9	true	non_hardcoded
GIST-Quat:2H(9) (N-term)		N	None	H'9 - H9		63	136.156205	false	GQ9	true	non_hardcoded
Glu->pyro-Glu+Methyl:2H(2)13C(1) (N-term E)	E	N	None	C'H'2 - CH2		1827	-0.979006	false		true	non_hardcoded
ICAT-G:2H(8) (C)	C		None	H'8 - H8		9	494.30142	false	GG8	true	non_hardcoded
ICAT-H:13C(6) (C)	C		None	C'6 - C6		124	351.118044	false	GH6	true	non_hardcoded
ICDID:2H(6) (C)	C		None	H'6 - H6		1019	144.10574	false		true	non_hardcoded
ICPL:2H(4) (N-term)		N	None	H'4 - H4		687	109.046571	false	IP4	true	non_hardcoded
IGBP:13C(2) (C)	C		None	C'2 - C2		499	298.022748	false	ID2	true	non_hardcoded
IMID:2H(4) (K)	K		None	H'4 - H4		95	72.062555	false	IM4	true	non_hardcoded
Iodoacetanilide:13C(6) (C)	C		None	C'6 - C6		1398	139.072893	false		true	non_hardcoded
Iodoacetanilide:13C(6) (K)	K		None	C'6 - C6		1398	139.072893	false		true	non_hardcoded
Iodoacetanilide:13C(6) (N-term)		N	None	C'6 - C6		1398	139.072893	false		true	non_hardcoded
Label:13C(1)2H(3) (M)	M		None	H'3C' - H3C		862	4.022185	false		true	non_hardcoded
Label:13C(2)15N(2) (K)	K		None	C'2N'2 - C2N2		1787	4.00078	false		true	non_hardcoded
Label:13C(3) (A)	A		C13			1296	3.010064	false	+3a	true	non_hardcoded
Label:13C(3)15N(1) (A)	A		C13|N15			1297	4.007099	false	+4a	true	non_hardcoded
Label:13C(3)15N(1) (S)	S		C13|N15			1297	4.007099	false	+4a	true	non_hardcoded
Label:13C(4) (M)	M		None	C'4 - C4		1266	4.013419	false	+4b	true	non_hardcoded
Label:13C(4)15N(1) (D)	D		C13|N15			1298	5.010454	false	+05	true	non_hardcoded
Label:13C(5) (P)	P		C13			772	5.016774	false	+5b	true	non_hardcoded
Label:13C(5)15N(1) (E)	E		C13|N15			268	6.013809	false	+6a	true	non_hardcoded
Label:13C(5)15N(1) (M)	M		C13|N15			268	6.013809	false	+6a	true	non_hardcoded
Label:13C(5)15N(1) (P)	P		C13|N15			268	6.013809	false	+6a	true	non_hardcoded
Label:13C(5)15N(1) (V)	V		C13|N15			268	6.013809	false	+6a	true	non_hardcoded
Label:13C(6) (I)	I		C13			188	6.020129	false	+06	true	non_hardcoded
Label:13C(6) (K)	K		C13			188	6.020129	false	+06	true	non_hardcoded
Label:13C(6) (L)	L		C13			188	6.020129	false	+06	true	non_hardcoded
Label:13C(6) (R)	R		C13			188	6.020129	false	+06	true	non_hardcoded
Label:13C(6)15N(1) (I)	I		C13|N15			695	7.017164	false	+07	true	non_hardcoded
Label:13C(6)15N(1) (L)	L		C13|N15			695	7.017164	false	+07	true	non_hardcoded
Label:13C(6)15N(2) (K)	K		C13|N15			259	8.014199	false	+08	true	non_hardcoded
Label:13C(6)15N(4) (R)	R		C13|N15			267	10.008269	false	+10	true	non_hardcoded
Label:13C(9) (F)	F		C13			184	9.030193	false	+09	true	non_hardcoded
Label:13C(9) (Y)	Y		C13			184	9.030193	false	+09	true	non_hardcoded
Label:13C(9)15N(1) (F)	F		C13|N15			269	10.027228	false	10a	true	non_hardcoded
Label:15N(1) (A)	A		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (C)	C		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (D)	D		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (E)	E		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (F)	F		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (G)	G		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (I)	I		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (L)	L		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (M)	M		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (P)	P		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (S)	S		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (T)	T		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (V)	V		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(1) (Y)	Y		N15			994	0.997035	false	+01	true	non_hardcoded
Label:15N(2) (K)	K		N15			995	1.99407	false	+02	true	non_hardcoded
Label:15N(2) (N)	N		N15			995	1.99407	false	+02	true	non_hardcoded
Label:15N(2) (Q)	Q		N15			995	1.99407	false	+02	true	non_hardcoded
Label:15N(2) (W)	W		N15			995	1.99407	false	+02	true	non_hardcoded
Label:15N(2)2H(9) (K)	K		None	H'9N'2 - H9N2		944	11.050561	false		true	non_hardcoded
Label:15N(3) (H)	H		N15			996	2.991105	false	+03	true	non_hardcoded
Label:15N(4) (R)	R		N15			897	3.98814	false	+04	true	non_hardcoded
Label:18O(1) (S)	S		None	O' - O		258	2.004246	false	Ob1	true	non_hardcoded
Label:18O(1) (T)	T		None	O' - O		258	2.004246	false	Ob1	true	non_hardcoded
Label:18O(1) (Y)	Y		None	O' - O		258	2.004246	false	Ob1	true	non_hardcoded
Label:2H(10) (L)	L		None	H'10 - H10		1299	10.062767	false	D10	true	non_hardcoded
Label:2H(3) (L)	L		None	H'3 - H3		262	3.01883	false	D03	true	non_hardcoded
Label:2H(3) (M)	M		None	H'3 - H3		262	3.01883	false	D03	true	non_hardcoded
Label:2H(4) (A)	A		None	H'4 - H4		481	4.025107	false	D04	true	non_hardcoded
Label:2H(4) (F)	F		None	H'4 - H4		481	4.025107	false	D04	true	non_hardcoded
Label:2H(4) (K)	K		None	H'4 - H4		481	4.025107	false	D04	true	non_hardcoded
Label:2H(4) (U)	U		None	H'4 - H4		481	4.025107	false	D04	true	non_hardcoded
Label:2H(4) (Y)	Y		None	H'4 - H4		481	4.025107	false	D04	true	non_hardcoded
Label:2H(4)13C(1) (R)	R		None	H'4C' - H4C		1300	5.028462	false	+5a	true	non_hardcoded
Label:2H(6)15N(1) (P)	P		None	H'6N' - H6N		1403	7.034695	false		true	non_hardcoded
Label:2H(7)15N(4) (R)	R		None	H'7N'4 - H7N4		1402	11.032077	false		true	non_hardcoded
Label:2H(9)13C(6)15N(2) (K)	K		None	H'9C'6N'2 - H9C6N2		696	17.07069	false		true	non_hardcoded
Methyl:2H(3) (C-term)		C	None	H'3 - H3		298	17.03448	false	M+3	true	non_hardcoded
Methyl:2H(3) (D)	D		None	H'3 - H3		298	17.03448	false	M+3	true	non_hardcoded
Methyl:2H(3) (E)	E		None	H'3 - H3		298	17.03448	false	M+3	true	non_hardcoded
Methyl:2H(3) (K)	K		None	H'3 - H3		298	17.03448	false	M+3	true	non_hardcoded
Methyl:2H(3) (R)	R		None	H'3 - H3		298	17.03448	false	M+3	true	non_hardcoded
Methyl:2H(3)13C(1) (K)	K		None	C'H'3 - CH3		329	18.037835	false	eMe	true	non_hardcoded
Methyl:2H(3)13C(1) (N-term)		N	None	C'H'3 - CH3		329	18.037835	false	eMe	true	non_hardcoded
Methyl:2H(3)13C(1) (R)	R		None	C'H'3 - CH3		329	18.037835	false	eMe	true	non_hardcoded
mTRAQ:13C(3)15N(1) (H)	H		None	C'3N' - C3N		889	144.102063	false	M04	true	non_hardcoded
mTRAQ:13C(3)15N(1) (S)	S		None	C'3N' - C3N		889	144.102063	false	M04	true	non_hardcoded
mTRAQ:13C(3)15N(1) (T)	T		None	C'3N' - C3N		889	144.102063	false	M04	true	non_hardcoded
mTRAQ:13C(6)15N(2) (H)	H		None	C'6N'2 - C6N2		1302	148.109162	false	M08	true	non_hardcoded
mTRAQ:13C(6)15N(2) (S)	S		None	C'6N'2 - C6N2		1302	148.109162	false	M08	true	non_hardcoded
mTRAQ:13C(6)15N(2) (T)	T		None	C'6N'2 - C6N2		1302	148.109162	false	M08	true	non_hardcoded
Phenylisocyanate:2H(5) (N-term)		N	None	H'5 - H5		412	124.068498	false	Pc5	true	non_hardcoded
Propionamide:2H(3) (C)	C		None	H'3 - H3		97	74.055944	false	PP3	true	non_hardcoded
Propionyl:13C(3) (K)	K		None	C'3 - C3		59	59.036279	false	Po3	true	non_hardcoded
Propionyl:13C(3) (N-term)		N	None	C'3 - C3		59	59.036279	false	Po3	true	non_hardcoded
QAT:2H(3) (C)	C		None	H'3 - H3		196	174.168569	false	QT3	true	non_hardcoded
SPITC:13C(6) (K)	K		None	C'6 - C6		464	220.991213	false	SI6	true	non_hardcoded
SPITC:13C(6) (N-term)		N	None	C'6 - C6		464	220.991213	false	SI6	true	non_hardcoded
Succinyl:13C(4) (K)	K		None	C'4 - C4		66	104.029463	false	Su4	true	non_hardcoded
Succinyl:13C(4) (N-term)		N	None	C'4 - C4		66	104.029463	false	Su4	true	non_hardcoded
Succinyl:2H(4) (K)	K		None	H'4 - H4		65	104.041151	false	Sd4	true	non_hardcoded
Succinyl:2H(4) (N-term)		N	None	H'4 - H4		65	104.041151	false	Sd4	true	non_hardcoded
SulfanilicAcid:13C(6) (C-term)		C	None	C'6 - C6		286	161.024228	false	SA6	true	non_hardcoded
SulfanilicAcid:13C(6) (D)	D		None	C'6 - C6		286	161.024228	false	SA6	true	non_hardcoded
SulfanilicAcid:13C(6) (E)	E		None	C'6 - C6		286	161.024228	false	SA6	true	non_hardcoded
TMPP-Ac:13C(9) (K)	K		None	C'9 - C9		1993	581.211328	false		true	non_hardcoded
TMPP-Ac:13C(9) (N-term)		N	None	C'9 - C9		1993	581.211328	false		true	non_hardcoded
TMPP-Ac:13C(9) (Y)	Y		None	C'9 - C9		1993	581.211328	false		true	non_hardcoded
Trimethyl:13C(3)2H(9) (K)	K		None	C'3H'9 - C3H9		1414	54.113505	false		true	non_hardcoded
Trimethyl:13C(3)2H(9) (R)	R		None	C'3H'9 - C3H9		1414	54.113505	false		true	non_hardcoded
Trimethyl:2H(9) (K)	K		None	H'9 - H9		1371	51.103441	false		true	non_hardcoded
Trimethyl:2H(9) (R)	R		None	H'9 - H9		1371	51.103441	false		true	non_hardcoded

#Unable to match: Acetyl (Protein N-term)
#Unable to match: Amidated (Protein C-term)
#Unable to match: Formyl (Protein N-term)
#Unable to match: ICPL (Protein N-term)
#Unable to match: ICPL:13C(6) (Protein N-term)
#Unable to match: ICPL:13C(6)2H(4) (Protein N-term)
#Unable to match: ICPL:2H(4) (Protein N-term)
#Unable to match: Acetyl:13C(2) (Protein N-term)
#Unable to match: Acetyl:2H(3) (Protein N-term)
#Unable to match: AEBS (Protein N-term)
#Unable to match: BDMAPP (Protein N-term)
#Unable to match: Biotin-PEO-Amine (Protein C-term)
#Unable to match: biotinAcrolein298 (Protein N-term)
#Unable to match: CAMthiopropanoyl (Protein N-term)
#Unable to match: Carbamyl (Protein N-term)
#Unable to match: Cholesterol (Protein C-term)
#Unable to match: Delta:H(2)C(2) (Protein N-term)
#Unable to match: Delta:H(4)C(3) (Protein N-term)
#Unable to match: Delta:H(6)C(3)O(1) (Protein N-term)
#Unable to match: Delta:H(8)C(6)O(1) (Protein N-term)
#Unable to match: Di_L-Gln_N-propargyl-L-Gln_desthiobiotin (D)
#Unable to match: Di_L-Gln_N-propargyl-L-Gln_desthiobiotin (E)
#Unable to match: Di_L-Glu_N-propargyl-L-Gln_desthiobiotin (D)
#Unable to match: Di_L-Glu_N-propargyl-L-Gln_desthiobiotin (E)
#Unable to match: DiART6plex (Protein N-term)
#Unable to match: DiART6plex115 (Protein N-term)
#Unable to match: DiART6plex116/119 (Protein N-term)
#Unable to match: DiART6plex117 (Protein N-term)
#Unable to match: DiART6plex118 (Protein N-term)
#Unable to match: Dimethyl (Protein N-term)
#Unable to match: Dimethyl:2H(4) (Protein N-term)
#Unable to match: Dimethyl:2H(4)13C(2) (Protein N-term)
#Unable to match: Dimethyl:2H(6)13C(2) (Protein N-term)
#Unable to match: Ethyl (Protein N-term)
#Unable to match: FormylMet (Protein N-term)
#Unable to match: GG (Protein N-term)
#Unable to match: Glu (Protein C-term)
#Unable to match: Glucuronyl (Protein N-term)
#Unable to match: GluGlu (Protein C-term)
#Unable to match: GluGluGlu (Protein C-term)
#Unable to match: GluGluGluGlu (Protein C-term)
#Unable to match: Glyceroyl (Protein N-term)
#Unable to match: GPIanchor (Protein C-term)
#Unable to match: iTRAQ4plex (Protein N-term)
#Unable to match: iTRAQ8plex (Protein N-term)
#Unable to match: LG-Hlactam-K (Protein N-term)
#Unable to match: LG-lactam-K (Protein N-term)
#Unable to match: MesitylOxide (Protein N-term)
#Unable to match: Methyl (Protein N-term)
#Unable to match: Microcin (Protein C-term)
#Unable to match: MicrocinC7 (Protein C-term)
#Unable to match: Mono_N-propargyl-L-Gln_desthiobiotin (C)
#Unable to match: Palmitoyl (Protein N-term)
#Unable to match: Propionyl (Protein N-term)
#Unable to match: Propyl (Protein C-term)
#Unable to match: shTMT (Protein N-term)
#Unable to match: shTMTpro (Protein N-term)
#Unable to match: Succinyl (Protein N-term)
#Unable to match: Thiazolidine (Protein N-term)
#Unable to match: TMT (Protein N-term)
#Unable to match: TMT2plex (Protein N-term)
#Unable to match: TMT6plex (Protein N-term)
#Unable to match: TMTpro (Protein N-term)
#Unable to match: TMTpro_zero (Protein N-term)
#Unable to match: Xlink:BS2G[113] (Protein N-term)
#Unable to match: Xlink:BS2G[114] (Protein N-term)
#Unable to match: Xlink:BS2G[217] (Protein N-term)
#Unable to match: Xlink:BS2G[96] (Protein N-term)
#Unable to match: Xlink:BuUrBu[111] (Protein N-term)
#Unable to match: Xlink:BuUrBu[196] (Protein N-term)
#Unable to match: Xlink:BuUrBu[213] (Protein N-term)
#Unable to match: Xlink:BuUrBu[214] (Protein N-term)
#Unable to match: Xlink:BuUrBu[317] (Protein N-term)
#Unable to match: Xlink:BuUrBu[85] (Protein N-term)
#Unable to match: Xlink:DMP[122] (Protein N-term)
#Unable to match: Xlink:DMP[139] (Protein N-term)
#Unable to match: Xlink:DMP[140] (Protein N-term)
#Unable to match: Xlink:DMP[154] (Protein N-term)
#Unable to match: Xlink:DSPP[210] (Protein N-term)
#Unable to match: Xlink:DSPP[226] (Protein N-term)
#Unable to match: Xlink:DSPP[228] (Protein N-term)
#Unable to match: Xlink:DSPP[331] (Protein N-term)
#Unable to match: Xlink:DSS[138] (Protein N-term)
#Unable to match: Xlink:DSS[155] (Protein N-term)
#Unable to match: Xlink:DSS[156] (Protein N-term)
#Unable to match: Xlink:DSS[259] (Protein N-term)
#Unable to match: Xlink:DSSO[104] (Protein N-term)
#Unable to match: Xlink:DSSO[158] (Protein N-term)
#Unable to match: Xlink:DSSO[175] (Protein N-term)
#Unable to match: Xlink:DSSO[176] (Protein N-term)
#Unable to match: Xlink:DSSO[279] (Protein N-term)
#Unable to match: Xlink:DSSO[54] (Protein N-term)
#Unable to match: Xlink:DSSO[86] (Protein N-term)
#Unable to match: Xlink:DST[114] (Protein N-term)
#Unable to match: Xlink:DST[132] (Protein N-term)
#Unable to match: Xlink:DST[56] (Protein N-term)
#Unable to match: Xlink:DTBP[172] (Protein N-term)
#Unable to match: Xlink:DTBP[87] (Protein N-term)
#Unable to match: Xlink:DTSSP[174] (Protein N-term)
#Unable to match: Xlink:DTSSP[192] (Protein N-term)
#Unable to match: Xlink:DTSSP[88] (Protein N-term)
#Unable to match: Xlink:EGS[115] (Protein N-term)
#Unable to match: Xlink:EGS[226] (Protein N-term)
#Unable to match: Xlink:EGS[244] (Protein N-term)
#Unable to match: Xlink:SMCC[219] (Protein N-term)
#Unable to match: Xlink:SMCC[237] (Protein N-term)
#Unused code: arg-add = +1R
#Unused code: benzyl = Bnz
#Unused code: benzyloxycarbonyl = CBZ
#Unused code: boc = Boc
#Unused code: cholesterol = Chl
#Unused code: c-terminal ethyl = 1Et
#Unused code: c-terminal methyl = 1Me
#Unused code: c-terminal methyl:2h(3) = M+3
#Unused code: cys->hcy = CHC
#Unused code: cys->pyro-cam = PCa
#Unused code: cys->pyro-cmc = PCm
#Unused code: delta:h(-1)o(-1)18o(1) = DeW
#Unused code: diart6plex  = DRT
#Unused code: dinitrophenyl = 2Np
#Unused code: dipropionyl = 2Pr
#Unused code: dtt_c = DTS
#Unused code: dtt_st = DTO
#Unused code: ethylamide = EAm
#Unused code: fmoc = Fmc
#Unused code: formylmet = FMA
#Unused code: gpianchor = GPI
#Unused code: hex(3)hexnac(2)p(1) = GdP
#Unused code: hex(6) = 6Hx
#Unused code: hn2_mustard  = Mu2
#Unused code: hn3_mustard  = Mu3
#Unused code: hydrazide = Hyz
#Unused code: iodoacetanilide  = An0
#Unused code: iodoacetanilide:13c(6)  = An6
#Unused code: itraq8plexcold = T8C
#Unused code: label:2h(6)15n(1)  = +7a
#Unused code: label:2h(7)15n(4)  = +11
#Unused code: lys->hydroxyallysine = HAA
#Unused code: lys-add = +1K
#Unused code: met->aha+tag = MAT
#Unused code: met->aha+tagmcl = MAC
#Unused code: met->carbamidomethyl-hcy = CaS
#Unused code: met->carboxymethyl-hcy = CoS
#Unused code: met->hcy = MHC
#Unused code: methyl+propionyl = MeP
#Unused code: microcin = Mic
#Unused code: microcinc7 = Mi7
#Unused code: naphthyl = Npl
#Unused code: napthylacetyl = NpA
#Unused code: n-ethylmaleimide = NEM
#Unused code: n-ethylmaleimide+water = NMH
#Unused code: nhs-fluorescein  = Flr
#Unused code: n-methylmaleimide = NMM
#Unused code: n-methylmaleimide+water = MMH
#Unused code: n-terminal ethyl = 1Et
#Unused code: n-terminal methyl = 1Me
#Unused code: oxidation+nem  = OxN
#Unused code: phospho(ser,thr) = Pho
#Unused code: phosphoglyceryl = Pgl
#Unused code: pmc = PMC
#Unused code: propionyl:2h(5) = PD5
#Unused code: sec->dha = UHA
#Unused code: ser->oxoalanine = SOa
#Unused code: thioacyl = ThA
#Unused code: trifluoroacetyl = TFA
#Unused code: trinitrophenyl = 3Np
#Unused code: xlink:ssd = XSD
